acceptability,sentence,domain
0,Cheryl stood the books from Edna to Sarah.,IN
1,We went through the woods and over the bridge.,IN
0,I must can eat plums.,IN
0,I met John who grows peaches.,IN
0,Cynthia ate on the peach.,IN
1,I brought a razor with which to shave myself.,IN
1,We believed him to be the headmaster,IN
1,Mike quipped that she never wore this hat.,IN
1,I believe strongly that the world is round.,IN
1,The man that Mary saw knew me.,IN
0,The car had a yellow collar on the dog which it injured.,IN
1,Reports the lettering on the covers of which the government prescribes the height of are a shocking waste of public funds.,IN
0,The squirrel is right angry.,IN
1,The window broke from the force of the wind.,IN
1,John talked to almost any woman who came up to him.,IN
1,Robin will eat cabbage but she won't ice cream.,IN
0,Paula hit the stick into the fence.,IN
1,"Tom ordered bacon, and Dick ordered lettuce, and Harry ordered tomatoes.",IN
0,John was cost $10 by the book.,IN
1,Stephen seems to be irritating.,IN
0,Kim has wondered that Gary stayed in the room.,IN
0,We offered a job behind her.,IN
0,Not more reliable a man could be found.,IN
1,Henry Crawford loved Fanny but Fanny loved Edmund.,IN
1,To which man did you talk?,IN
1,it seems that John left.,IN
0,Ted cried to sleep.,IN
1,The two boys looked the word up.,IN
1,John went to the store.,IN
0,Who did you like and John?,IN
1,I read his every book.,IN
1,They found pictures of themselves.,IN
1,Catherine feared that the Abbey was haunted.,IN
1,She said that into the room came Aunt Norris.,IN
1,It seems that it is likely that John will win.,IN
1,the student who everyone likes left.,IN
1,John knows whether she will come back.,IN
1,He is reputed to be a good scholar.,IN
1,Mickey looked the reference up.,IN
0,What did John wonder who would win?,IN
1,I showed Mary several portraits of herself.,IN
1,Cohen proved that the continuum hypothesis was independent.,IN
1,John talked to Bill about the exam.,IN
1,It appears that Poseidon owns a dragon,IN
1,the student who won the prize left.,IN
1,John can go to the market on his bike.,IN
1,"In spite of his dislike of Mrs Bennet, Mr D'Arcy married Elizabeth.",IN
1,Martha said that Bill loved his Cheerios in the morning.,IN
1,Sharon shivered.,IN
1,Is it possible for everyone to to pledge $1000?,IN
0,We hope the availability of such a vaccine in ten years.,IN
0,I have should eat plums.,IN
1,It was last night that the policeman met several young students in the park.,IN
0,There sings a man loudly.,IN
1,The river was avoided by the rolling stone.,IN
1,"Tonight, what Bob cooked yesterday still tastes good, so tonight, what Bob cooked yesterday will be eaten up.",IN
1,The monkey was tagged in the forest by John.,IN
1,Rarely is any lion majestic.,IN
0,John hurt John with John's umbrella when John tried to open it.,IN
1,I believed these students to all like John.,IN
1,The constant reading of Shakespeare satisfied me,IN
1,Shaving myself is difficult for me.,IN
1,The dog barked its way out of the room.,IN
1,Milena will make pasta.,IN
1,It really freaks me out that we invaded Iraq.,IN
1,It's high time Fiona got a job.,IN
1,Bill did not destroy the world.,IN
0,The best writer was considered Andrew.,IN
1,Jim was chopping logs when Margaret left and was still at it when she got back.,IN
1,Hera tried to appear to be happy.,IN
1,"Edward's help, you can rely on.",IN
1,The company sent China its senior mining engineers to help plan the new mines.,IN
0,I think if John likes his beer.,IN
1,Cassandra has foretold disaster again.,IN
1,This girl in the red coat or you will put a picture of Bill on your desk before tomorrow.,IN
1,Paula spanked the naughty child with her right hand.,IN
1,he had been reading the article.,IN
0,People are seething in the square.,IN
1,Did the fact that John showed up please you?,IN
1,"Reagan, whom the Republicans nominated in 1980, lived most of his life in California.",IN
0,The dog barked out of the room.,IN
1,What the gentleman seemed to be asking is how policy would have differed.,IN
1,Janet broke the vase.,IN
1,A big green insect flew into the soup.,IN
0,"I'm going out, wherever that hurricane.",IN
0,Paula swatted the cloth through the fly.,IN
1,There is a description of Aristotle in the book.,IN
1,Cheese mice love stinks.,IN
1,These documents Elizabeth is checking at this very moment.,IN
0,Here's a knife which for you to cut up the onions with.,IN
0,The senators certain that the president is telling a lie.,IN
1,The president's moral destruction is complete.,IN
1,He will go.,IN
0,The magician echoed the music.,IN
1,"Irma washed the dishes, and Sally dried, and Floyd idled.",IN
1,What are you studying nowadays?,IN
1,He has not eaten yet today.,IN
1,Cassandra has warned Agamemnon again.,IN
1,Pictures of himself always disturb Milo.,IN
1,Do be honest!,IN
0,Faith was had in all kinds of people.,IN
1,The plums were weighed by the grocer.,IN
1,Who do you guess will be here?,IN
1,The officer carefully inspected the license.,IN
1,David constructed a house out of bricks.,IN
1,Ellen complained to Helen.,IN
1,Mr Bingley became tired of Jane or Mr D'Arcy persuaded Mr.,IN
0,"Which problem does the sooner that you solve, the more easily you'll satisfy the folks up at corporate headquarters?",IN
1,Smith was scribbling.,IN
1,Tony bent the copper rod.,IN
1,"China is a country that Joe wants to visit, and he will too, if he gets enough money.",IN
1,We drove all the way to Buenos Aires.,IN
0,Briana showed himself Justin.,IN
1,The destruction of the city bothered the Mongols.,IN
0,Fanny regretted being talking to Mary.,IN
1,Every book that Megan did Brandon read too.,IN
1,Does some student from Australia speak Chinese?,IN
0,The witch went into the forest by vanishing.,IN
0,Who does Phineas know a girl working with?,IN
0,There is any book by Chomsky in this library.,IN
1,John died last night.,IN
1,Willy is taller than Bill by as much as it is believed that Joe is taller than Dan.,IN
1,Paula hit Deirdre's back.,IN
0,When in came Aunt Norris Fanny stopped talking.,IN
1,Fruit at once hit the roof from the tree.,IN
1,We took the car to the town,IN
1,"Rodney was eating some squid, wasn't he?",IN
1,They will give me a hat which I know that I won't like.,IN
1,We would like John to win.,IN
0,It's probable in general that he understands what's going on.,IN
1,The dragons had all eaten the pigs.,IN
1,The army lodged the soldiers in the schoolhouse.,IN
1,Norman Lemming jumped off the cliff and William Lemming did so too.,IN
1,"Whenever Bill smokes, Susan hates him much more.",IN
1,I knew the man with the brown hair.,IN
1,These cars sold very quickly last week.,IN
1,John whispered that Mary left.,IN
0,The committee hasn't yet made up their mind.,IN
1,It is easy to slay the Gorgon.,IN
1,The tree gradually dropped its fruit to the ground.,IN
1,Clean your desk before tomorrow.,IN
0,You must pick any flower in this bed.,IN
0,"The book, including all the chapters in the first section, are very interesting.",IN
0,That whether the world is round is unknown bothered Athena.,IN
0,You can rely on that he will help you.,IN
1,Leigh threw the ball to Lane.,IN
0,I lent Tony the book most of the way.,IN
1,John is ready for you to inspect his bunk.,IN
1,Caesar put a gushing fountain by his palace.,IN
1,People were playing on the beach.,IN
1,"The more lobbyists wine and dine him, the more every senator is susceptible to corruption.",IN
1,It was to the student that the teacher gave the best advice.,IN
1,I remembered him having kissed Mary.,IN
1,He is a fool.,IN
0,John needed.,IN
0,Agamemnon seems PRO to be a maniac,IN
1,John loves pictures of himself.,IN
1,Brian was wiping the counter.,IN
0,the student that's turn it was left.,IN
1,Those days Bill offered Mary everything he cooked.,IN
1,The old pigs love truffles,IN
1,Tony has a Fiat and yearns for a tall nurse.,IN
1,Jean wants Brian to leave.,IN
1,The video which you recommended was really terrific.,IN
1,He will can do it,IN
1,I brought John a razor with which to shave himself.,IN
1,Tom hid the manuscript in the cupboard.,IN
1,Only to the best students would he give this book.,IN
1,Was it for this that we suffered and toiled?,IN
1,"Raffi slept well, and Gillian will too",IN
1,Ellen told Helen.,IN
1,"Because he's such a nice guy, John would like that.",IN
1,He told me how many employees Karen introduced to the visitors.,IN
1,Heidi thinks that she has won.,IN
1,Some sentences can go on.,IN
1,The flag waved.,IN
1,"Medea, Jason poisoned.",IN
1,The silversmith pounded the metal flat.,IN
1,Every student who attended the party had a good time.,IN
0,"I will, if I can work on it.",IN
0,I deny that that Bob has any money is certain.,IN
0,Jerry has a blemish on the end of his sister's nose.,IN
0,Ten pounds was weighed by the package.,IN
0,Doug cleared at the table of dishes.,IN
0,Benjamin thought he would give the cloak to Lee and the cloak to Lee he gave.,IN
1,"After the executioner left, Poseidon wept.",IN
1,A hefty sum of money came to him from his grandfather.,IN
1,"To finish it on time made quite a statement, didn't it?",IN
1,Yuko rubbed the pizza with a garlic clove.,IN
1,Tom offered advice to his students in his office.,IN
1,Golfers can be good company.,IN
0,I didn't give Jack this picture of anybody.,IN
1,"I threw the ball to Mary, but she was looking at the birds flying overhead and didn't even notice.",IN
1,The sheep cries,IN
1,The man kicked a ball.,IN
1,Cats ate the spider.,IN
1,We believed Aphrodite to be omnipotent.,IN
0,Aphrodite do freed animals.,IN
1,He turned from a prince into a frog.,IN
0,The picture of no one hung upon any wall.,IN
1,$50 won't even buy a dress at Bloomingdale's.,IN
1,Martha carved a piece of wood into a toy for the baby.,IN
1,For me to concentrate on calculus is difficult.,IN
0,John carried to the door.,IN
0,Tom claimed how much money she had spent.,IN
1,John spoke intimately to Mary.,IN
1,Mary confidently answered any objections.,IN
0,Who do you think that saw you?,IN
1,Susan sent the package to Heidi.,IN
0,They persuaded it to rain.,IN
0,I went to the store to have bought some whisky.,IN
1,Paula hit the stick against the fence.,IN
0,"Ron wanted to wear a tuxedo to the party, but Caspar couldn't decide whether to.",IN
1,They spoil their kids rotten.,IN
1,Interviewing Richard Nixon gave Norman Mailer a book.,IN
0,Bill would be easy for it to become expensive for you to chat with in Moscow.,IN
0,The owl hated the evil and the wise eagle.,IN
1,Don swatted the mosquito with the newspaper.,IN
1,I did it more in jest than in anger.,IN
1,I have a feeling the company will squander the money.,IN
0,What Mary gave was a book to John.,IN
0,Jack disappeared in a mysterious manner and Marion disappeared in one too.,IN
1,"The knife, which he threw into the sea had a gold handle.",IN
0,The boys swim.,IN
1,I doubt if she kicks perfect goals every time.,IN
0,She has enough of problems as it is.,IN
0,Dorothy needs the skills in her.,IN
1,We made enough pudding to last for days.,IN
0,Groceries are bulging in the bag.,IN
1,"The tall, handsome man kicked the ball.",IN
0,"When into the room came Aunt Norris, Fanny stopped talking.",IN
1,Calvin was eating.,IN
1,The students met to discuss the project.,IN
1,You're going to hurt yourself one of these days.,IN
1,I asked who John would introduce to who.,IN
1,The gardener must trim the rose bushes today.,IN
0,There preferred for Sandy to get the job.,IN
1,Either Professor Swansong or the graduate students are going to proctor the exam.,IN
0,There ran many people.,IN
0,The dog smelled the flower bed bare.,IN
1,The outcome depends on how many candidates participate in the election.,IN
1,More are called than are ever chosen.,IN
1,John asks which book by his father he read.,IN
1,Could we make some French fries?,IN
1,"Mary claimed that eating cabbage, Holly's not.",IN
1,Aphrodite wanted to live and Ishtar tried to,IN
1,I gave blood.,IN
1,"They said that Tom would pay up, and pay up he did.",IN
0,Truman told the story Bob.,IN
1,Bill broke the bathtub into pieces.,IN
1,John persuaded Stephen to be more careful.,IN
1,It bothers me for her to wear that old fedora.,IN
0,John in the doorway waved to his father.,IN
1,John could not leave the town.,IN
0,How much fresco did the flood damage?,IN
1,Jean is likely to leave.,IN
1,Mary did not avoid Bill.,IN
0,her will the race.,IN
0,I handed.,IN
1,The cup emptied of water onto the ground.,IN
1,It seems to bother Kim that they resigned.,IN
